layers,from,to,weight
l4ORP_l5PO,Provide working environment,Exterior building trades,1
l4ORP_l5PO,Provide working environment,Financial advisors,1
l4ORP_l5PO,Provide working environment,Fire stations,1
l4ORP_l5PO,Provide working environment,Food banks,1
l4ORP_l5PO,Provide working environment,Furnishing retail,1
l4ORP_l5PO,Provide working environment,Furnishing services,1
l4ORP_l5PO,Provide working environment,Gas provider offices,1
l4ORP_l5PO,Provide working environment,Healthcare (alternative),1
l4ORP_l5PO,Provide working environment,Healthcare (physiotherapy),1
l4ORP_l5PO,Provide working environment,Healthcare (specialist),1
l4ORP_l5PO,Provide working environment,Healthcare outpatient services,1
l4ORP_l5PO,Provide working environment,Higher education,1
l4ORP_l5PO,Provide working environment,Home and outdoor maintenance retail,1
l4ORP_l5PO,Provide working environment,Home and outdoor maintenance services,1
l4ORP_l5PO,Provide working environment,Homeless shelters,1
l4ORP_l5PO,Provide working environment,Hospitals (general),1
l4ORP_l5PO,Provide working environment,Hospitals (with A&E),1
l4ORP_l5PO,Provide working environment,Hotels,1
l4ORP_l5PO,Provide working environment,Insurance provider offices,1
l4ORP_l5PO,Provide working environment,Integrated waste facilities,1
l4ORP_l5PO,Provide working environment,Interior building trades,1
l4ORP_l5PO,Provide working environment,Internet cafes,1
l4ORP_l5PO,Provide working environment,IT software and services,1
l4ORP_l5PO,Provide working environment,Landfills and endpoint waste sites,1
l4ORP_l5PO,Provide working environment,Learned societies,1
l4ORP_l5PO,Provide working environment,Legal services,1
l4ORP_l5PO,Provide working environment,Libraries and archives,1
l4ORP_l5PO,Provide working environment,Lifeboat stations,1
l4ORP_l5PO,Provide working environment,Locksmiths and cobblers,1
l4ORP_l5PO,Provide working environment,Manufacturing (consumer discretionary),1
l4ORP_l5PO,Provide working environment,Manufacturing (consumer staples),1
l4ORP_l5PO,Provide working environment,Manufacturing (energy),1
l4ORP_l5PO,Provide working environment,Manufacturing (healthcare),1
l4ORP_l5PO,Provide working environment,Manufacturing (industrials),1
l4ORP_l5PO,Provide working environment,Manufacturing (IT hardware),1
l4ORP_l5PO,Provide working environment,Manufacturing (materials),1
l4ORP_l5PO,Provide working environment,"Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,Provide working environment,Medical laboratories,1
l4ORP_l5PO,Provide working environment,Medical practices,1
l4ORP_l5PO,Provide working environment,Mental health services,1
l4ORP_l5PO,Provide working environment,Multi-line retail,1
l4ORP_l5PO,Provide working environment,Museums and art galleries,1
l4ORP_l5PO,Provide working environment,Music and theatre venues,1
l4ORP_l5PO,Provide working environment,National government buildings,1
l4ORP_l5PO,Provide working environment,Nurseries,1
l4ORP_l5PO,Provide working environment,Observatories,1
l4ORP_l5PO,Provide working environment,Offices (other),1
l4ORP_l5PO,Provide working environment,Off-licenses,1
l4ORP_l5PO,Provide working environment,Opticians and ophthalmologists,1
l4ORP_l5PO,Provide working environment,Other discretionary goods retail,1
l4ORP_l5PO,Provide working environment,Other discretionary services,1
l4ORP_l5PO,Provide working environment,Other staple goods retail,1
l4ORP_l5PO,Provide working environment,Parliamentary buildings,1
l4ORP_l5PO,Provide working environment,Pharmacies,1
l4ORP_l5PO,Provide working environment,Playgrounds (indoor),1
l4ORP_l5PO,Provide working environment,Police stations,1
l4ORP_l5PO,Provide working environment,Political offices,1
l4ORP_l5PO,Provide working environment,Post offices,1
l4ORP_l5PO,Provide working environment,Power stations,1
l4ORP_l5PO,Provide working environment,Prison and jails,1
l4ORP_l5PO,Provide working environment,Private motor vehicles,1
l4ORP_l5PO,Provide working environment,Public toilets,1
l4ORP_l5PO,Provide working environment,Publishing offices,1
l4ORP_l5PO,Provide working environment,Real estate management offices,1
l4ORP_l5PO,Provide working environment,Recycling centres,1
l4ORP_l5PO,Provide working environment,Registrar offices,1
l4ORP_l5PO,Provide working environment,Religious buildings,1
l4ORP_l5PO,Provide working environment,Removal services,1
l4ORP_l5PO,Provide working environment,Research and consulting services,1
l4ORP_l5PO,Provide working environment,Retail headquarters,1
l4ORP_l5PO,Provide working environment,Schools,1
l4ORP_l5PO,Provide working environment,Security services,1
l4ORP_l5PO,Provide working environment,Sexual health clinics,1
l4ORP_l5PO,Provide working environment,Shopping centres,1
l4ORP_l5PO,Provide working environment,Smaller food markets,1
l4ORP_l5PO,Provide working environment,Social work offices,1
l4ORP_l5PO,Provide working environment,Sports and outdoor retail,1
l4ORP_l5PO,Provide working environment,Sports clubhouses,1
l4ORP_l5PO,Provide working environment,Sports facilities (indoor),1
l4ORP_l5PO,Provide working environment,"Sports facilities (outdoor, impermeable, with club)",1
l4ORP_l5PO,Provide working environment,"Sports facilities (outdoor, permeable, with club)",1
l4ORP_l5PO,Provide working environment,Stables,1
l4ORP_l5PO,Provide working environment,Subway stations,1
l4ORP_l5PO,Provide working environment,Subway trains,1
l4ORP_l5PO,Provide working environment,Supermarkets,1
l4ORP_l5PO,Provide working environment,Takeaways and fast food,1
l4ORP_l5PO,Provide working environment,Taxi ranks,1
l4ORP_l5PO,Provide working environment,Taxis,1
l4ORP_l5PO,Provide working environment,Tourism offices,1
l4ORP_l5PO,Provide working environment,Train stations (major),1
l4ORP_l5PO,Provide working environment,Train stations (minor),1
l4ORP_l5PO,Provide working environment,Training centres,1
l4ORP_l5PO,Provide working environment,Trains,1
l4ORP_l5PO,Provide working environment,Transport providers and control centres,1
l4ORP_l5PO,Provide working environment,Travel agencies,1
l4ORP_l5PO,Provide working environment,Union offices,1
l4ORP_l5PO,Provide working environment,Utility trades,1
l4ORP_l5PO,Provide working environment,Vehicle depots,1
l4ORP_l5PO,Provide working environment,Vehicle impounds,1
l4ORP_l5PO,Provide working environment,Vehicle maintenance services,1
l4ORP_l5PO,Provide working environment,Vehicle rental services,1
l4ORP_l5PO,Provide working environment,Veterinary practices,1
l4ORP_l5PO,Provide working environment,Waste collection service offices,1
l4ORP_l5PO,Provide working environment,Waste sorting centres,1
l4ORP_l5PO,Provide working environment,Wastewater pumping stations,1
l4ORP_l5PO,Provide working environment,Wastewater treatment works,1
l4ORP_l5PO,Provide working environment,Water provider offices,1
l4ORP_l5PO,Provide working environment,Water pumping stations,1
l4ORP_l5PO,Provide working environment,Water treatment works,1
l4ORP_l5PO,Provide working environment,Wholesale retail,1
l4ORP_l5PO,Provide working environment,Zoos,1
l4ORP_l5PO,Provide younger childcare,Nurseries,1
l4ORP_l5PO,Provide younger childcare,Religious buildings,1
l4ORP_l5PO,Rent vehicles,Vehicle rental services,1
l4ORP_l5PO,Rent vehicles,Vehicle sharing points,1
l4ORP_l5PO,Respond to emergencies,Air bases,1
l4ORP_l5PO,Respond to emergencies,Airplanes and helicopters,1
l4ORP_l5PO,Respond to emergencies,Airports (major),1
l4ORP_l5PO,Respond to emergencies,Ambulance stations,1
l4ORP_l5PO,Respond to emergencies,Armed forces headquarters,1
l4ORP_l5PO,Respond to emergencies,Emergency vehicles,1
l4ORP_l5PO,Respond to emergencies,Fire stations,1
l4ORP_l5PO,Respond to emergencies,Hospitals (general),1
l4ORP_l5PO,Respond to emergencies,Lifeboat stations,1
l4ORP_l5PO,Respond to emergencies,National government buildings,1
l4ORP_l5PO,Respond to emergencies,Parliamentary buildings,1
l4ORP_l5PO,Respond to emergencies,Police stations,1
l4ORP_l5PO,Respond to emergencies,Train stations (major),1
l4ORP_l5PO,Screens media,Aquariums,1
l4ORP_l5PO,Screens media,Bars and nightclubs,1
l4ORP_l5PO,Screens media,Castles and fortifications,1
l4ORP_l5PO,Screens media,Cinemas,1
l4ORP_l5PO,Screens media,Community centres,1
l4ORP_l5PO,Screens media,Conference and exhibition centres (animal racing),1
l4ORP_l5PO,Screens media,Conference and exhibition centres (general),1
l4ORP_l5PO,Screens media,Creative spaces,1
l4ORP_l5PO,Screens media,Day centres,1
l4ORP_l5PO,Screens media,Higher education,1
l4ORP_l5PO,Screens media,Museums and art galleries,1
l4ORP_l5PO,Screens media,Music and theatre venues,1
l4ORP_l5PO,Screens media,Observatories,1
l4ORP_l5PO,Screens media,Zoos,1
l4ORP_l5PO,Secure place to keep your possessions,Agriculture and aquaculture,1
l4ORP_l5PO,Secure place to keep your possessions,Armed forces barracks,1
l4ORP_l5PO,Secure place to keep your possessions,Assisted living,1
l4ORP_l5PO,Secure place to keep your possessions,Auction houses,1
l4ORP_l5PO,Secure place to keep your possessions,Banks,1
l4ORP_l5PO,Secure place to keep your possessions,Homeless shelters,1
l4ORP_l5PO,Secure place to keep your possessions,Hotels,1
l4ORP_l5PO,Secure place to keep your possessions,Residential gardens,1
l4ORP_l5PO,Secure place to keep your possessions,Residential properties,1
l4ORP_l5PO,Secure place to keep your possessions,Self-storage,1
l4ORP_l5PO,Secure place to keep your possessions,Sports clubhouses,1
l4ORP_l5PO,Secure place to keep your possessions,Sports facilities (indoor),1
l4ORP_l5PO,Secure place to keep your possessions,"Sports facilities (outdoor, impermeable, with club)",1
l4ORP_l5PO,Secure place to keep your possessions,"Sports facilities (outdoor, permeable, with club)",1
l4ORP_l5PO,Secure place to keep your possessions,Stables,1
l4ORP_l5PO,Secure place to keep your possessions,Traveller sites,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Airports (major),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Airports (minor),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Aquariums,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Attractions,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Bars and nightclubs,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Botanical gardens,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Bus stations,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Cafes,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Casinos and gaming,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Castles and fortifications,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Children's clubs,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Cinemas,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Community centres,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Conference and exhibition centres (animal racing),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Conference and exhibition centres (general),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Courthouses,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Day centres,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Dining and catering services,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Eateries,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Higher education,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Hospitals (general),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Hospitals (with A&E),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Hotels,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Internet cafes,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Learned societies,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks","Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Multi-line retail,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Museums and art galleries,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Music and theatre venues,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Off-licenses,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Playgrounds (indoor),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Shopping centres,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Smaller food markets,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Sports clubhouses,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Sports facilities (indoor),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks","Sports facilities (outdoor, impermeable, with club)",1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks","Sports facilities (outdoor, permeable, with club)",1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Subway stations,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Supermarkets,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Takeaways and fast food,1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Train stations (major),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Train stations (minor),1
l4ORP_l5PO,"Sells coffee, tea, other non-alcoholic drinks",Zoos,1
l4ORP_l5PO,Sequesters carbon,Absorption towers,1
l4ORP_l5PO,Sequesters carbon,Agriculture and aquaculture,1
l4ORP_l5PO,Sequesters carbon,Air bases,1
l4ORP_l5PO,Sequesters carbon,Airports (major),1
l4ORP_l5PO,Sequesters carbon,Airports (minor),1
l4ORP_l5PO,Sequesters carbon,Beaches,1
l4ORP_l5PO,Sequesters carbon,Botanical gardens,1
l4ORP_l5PO,Sequesters carbon,Brownfield sites,1
l4ORP_l5PO,Sequesters carbon,Camping grounds,1
l4ORP_l5PO,Sequesters carbon,Canals,1
l4ORP_l5PO,Sequesters carbon,Cemeteries,1
l4ORP_l5PO,Sequesters carbon,Common green areas,1
l4ORP_l5PO,Sequesters carbon,Grasslands and meadows,1
l4ORP_l5PO,Sequesters carbon,Lakes and ponds,1
l4ORP_l5PO,Sequesters carbon,Landfills and endpoint waste sites,1
l4ORP_l5PO,Sequesters carbon,Nature reserves,1
l4ORP_l5PO,Sequesters carbon,Parks,1
l4ORP_l5PO,Sequesters carbon,Playgrounds (outdoor),1
l4ORP_l5PO,Sequesters carbon,Reservoirs,1
l4ORP_l5PO,Sequesters carbon,Residential gardens,1
l4ORP_l5PO,Sequesters carbon,Rivers and streams,1
l4ORP_l5PO,Sequesters carbon,Seas and tidal range,1
l4ORP_l5PO,Sequesters carbon,"Sports facilities (outdoor, permeable)",1
l4ORP_l5PO,Sequesters carbon,"Sports facilities (outdoor, permeable, with club)",1
l4ORP_l5PO,Sequesters carbon,Stables,1
l4ORP_l5PO,Sequesters carbon,Stormwater retention,1
l4ORP_l5PO,Sequesters carbon,Traveller sites,1
l4ORP_l5PO,Sequesters carbon,Wastewater treatment works,1
l4ORP_l5PO,Sequesters carbon,Water treatment works,1
l4ORP_l5PO,Sequesters carbon,Wetlands,1
l4ORP_l5PO,Sequesters carbon,Wildlife,1
l4ORP_l5PO,Sequesters carbon,Zoos,1
l4ORP_l5PO,Sort and organise delivery of goods,Couriers,1
l4ORP_l5PO,Sort and organise delivery of goods,Distribution centres,1
l4ORP_l5PO,Sort and organise delivery of goods,Post offices,1
l4ORP_l5PO,Store gas,Gas pipelines,1
l4ORP_l5PO,Store gas,Gas storage tanks,1
l4ORP_l5PO,Store gas,Gas terminals,1
l4ORP_l5PO,Store vehicles,Air bases,1
l4ORP_l5PO,Store vehicles,Airports (major),1
l4ORP_l5PO,Store vehicles,Airports (minor),1
l4ORP_l5PO,Store vehicles,Ambulance stations,1
l4ORP_l5PO,Store vehicles,Automotive retail,1
l4ORP_l5PO,Store vehicles,Bus stations,1
l4ORP_l5PO,Store vehicles,Canals,1
l4ORP_l5PO,Store vehicles,Distribution centres,1
l4ORP_l5PO,Store vehicles,EV charging stations,1
l4ORP_l5PO,Store vehicles,Fire stations,1
l4ORP_l5PO,Store vehicles,Helipads,1
l4ORP_l5PO,Store vehicles,Lifeboat stations,1
l4ORP_l5PO,Store vehicles,"Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,Store vehicles,Parking,1
l4ORP_l5PO,Store vehicles,Police stations,1
l4ORP_l5PO,Store vehicles,Shopping centres,1
l4ORP_l5PO,Store vehicles,Taxi ranks,1
l4ORP_l5PO,Store vehicles,Train stations (major),1
l4ORP_l5PO,Store vehicles,Train stations (minor),1
l4ORP_l5PO,Store vehicles,Vehicle depots,1
